,occured,city,state,country,shape,summary,reported,posted,image
589,12/18/2023 16:57,Kelso,WA,USA,Disk,It was a black disc and it was moving fast around500 feet in the air.,12/18/2023,12/20/2023,Y
590,12/18/2023 23:02,Murdock,FL,USA,Sphere,We saw an orangish sphere heading south then turning east.,12/18/2023,12/20/2023,
591,12/18/2023 23:03,Hudson,FL,USA,Fireball,Red bulb of light that slowly faded to yellow and then to gray before floating there.,12/18/2023,12/20/2023,
592,12/18/2023 20:35,Lebanon,OR,USA,Fireball,"What looked like a fireball was flying calmly, making sudden turns before abruptly disappearing.",12/18/2023,12/20/2023,
593,12/18/2023 23:15,Waterloo,IL,USA,Orb,"Viewer was driving home from work. Saw ""3 balls of light"" that fell amazingly fast towards the ground. Sighting lasted <5 seconds.",12/18/2023,12/20/2023,
594,12/18/2023 17:15,Bastrop,LA,USA,Egg,2 objects seen. One larger than the other. Appeared to be on intersecting paths but disappeared,12/19/2023,12/20/2023,Y
595,12/19/2023 19:00,Nashville,TN,USA,Changing,Looked over at moon as plane went southwest turned to sit down and noticed object flashing in the sky,12/19/2023,12/20/2023,
596,12/19/2023 06:53,Early,IA,USA,Unknown,"Changing Lights, odd directional changes",12/19/2023,12/20/2023,
597,12/20/2023 05:30,Norwalk,OH,USA,Sphere,"Strange orb, light with blue and white lights, hovering in air, looking like it’s separates in the two or three lights back into one",12/20/2023,12/20/2023,Y
598,12/19/2023 18:24,Hope,ME,USA,Other,"A growing, lengthening shaft of light, that appeared to be going up in the sky (as opposed to the way a meteor moves).",12/20/2023,12/20/2023,Y
599,12/20/2023 02:00,Irmo,SC,USA,Sphere,Stationery ufo object was viewed from the outside of home.,12/20/2023,12/20/2023,Y
600,12/01/2023 07:13,Kingfisher Close,England,United Kingdom,Flash,flashing object moving erratically/hovering in the sky,12/01/2023,12/09/2023,Y
601,12/01/2023 10:25,Albion,ME,USA,Unknown,Spotted a Craft this morning.,12/01/2023,12/09/2023,
602,12/02/2023 03:45,Great Falls,MT,USA,Light,5+ white lights circling/maneuvering from our perspective over or beyond Malmstrom Airforce Base,12/02/2023,12/09/2023,
603,12/03/2023 20:25,San Cristobal de las Casas,Chiapas,Mexico,Diamond,Object floated slowly over a radio tower that was decorated with X-Mas lights. It did not blinlk. Too big to be a.drone.,12/03/2023,12/09/2023,
604,12/03/2023 17:40,Sisseton,SD,USA,Circle,"Three circular lights that were dim, and one single circular bright light.",12/03/2023,12/09/2023,
605,12/02/2023 18:54,New York,NY,USA,Orb,This thing caught my eye as I looked up over the elevated train. I watched it for about 20 minutes making odd turns,12/03/2023,12/09/2023,Y
606,12/03/2023 14:00,,,Barbados,Changing,Playing in the clouds for an hour since i noticed it.,12/03/2023,12/09/2023,
607,12/04/2023 01:00,Lorain,OH,USA,Sphere,"A Semi Transparent, White Colored, Luminescent Spherical Cloud circled directly above my home before disappearing entirely.",12/05/2023,12/09/2023,
608,12/03/2023 11:00,Vancouver,BC,Canada,Circle,Visible from the ground as well on top of the bridge,12/04/2023,12/09/2023,Y
609,12/03/2023 20:45,Davenport,FL,USA,Orb,"We were swimming, I just so happened to look up and saw strange lights.",12/04/2023,12/09/2023,
610,12/06/2023 00:48,Austin,TX,USA,Chevron,"A light grey craft similar to that of a B2 flying overhead Austin, TX, with no apparent lights and sound.",12/05/2023,12/09/2023,
611,12/06/2023 01:36,Latexo,TX,USA,Orb,"Standing on front steps of house, looking west. Seen between Mars and horizon.",12/06/2023,12/09/2023,
612,12/06/2023 03:00,Lawler,IA,USA,Light,4 to 5 lights in the sky to the east of New Hampton IA aprox 10 miles roughly above Lawler IA,12/06/2023,12/09/2023,
613,12/03/2023 23:59,Memphis,IN,USA,Light,Unexplained bright shiny light,12/06/2023,12/09/2023,Y
614,12/05/2023 05:36,Santa Monica,CA,USA,Oval,Woke up early and saw strange lights hovering over the ocean. One had lights of different colors.,12/06/2023,12/09/2023,Y
615,12/06/2023 11:59,Melbourne,FL,USA,Disk,Hovering in place until shooting off southbound and disappearing in a small flash of light.,12/06/2023,12/09/2023,Y
616,12/06/2023 05:30,Port Harcourt,Rivers,Nigeria,Light,I sighted an object that has something like a small helicopter with a long smoky tail and was moving west ward,12/06/2023,12/09/2023,
617,12/06/2023 14:00,San Diego,CA,USA,Diamond,Witnessed object that appeared to be rotating and either reflecting light or flashing bright light. Easier to share the video.,12/06/2023,12/09/2023,Y
618,12/04/2023 22:00,Dunkirk,IN,USA,Circle,"No sound, projected several bright beams of light from round circle of light into woods onto the ground.",12/06/2023,12/09/2023,
619,12/06/2023 19:45,Red Lion,PA,USA,Light,This is the second sighting of this object in the same location. It appears as a white pulsating light,12/06/2023,12/09/2023,Y
620,12/04/2023 22:45,Corinth,NY,USA,Flash,Mechanical light from Def UAP,12/06/2023,12/09/2023,
621,12/05/2023 17:55,Payson,AZ,USA,Triangle,"I saw a triangular shaped craft while driving through Payson, AZ.",12/06/2023,12/09/2023,
622,12/05/2023 17:25,Saint Paul,KS,USA,Orb,"This was the earliest I've seen one out. Sun was still setting. It was before 5:30,only star out was Venus or mercury.",12/07/2023,12/09/2023,Y
623,12/07/2023 11:05,Columbus,OH,USA,Orb,Another glowing white orb passing over my house,12/07/2023,12/09/2023,Y
624,12/02/2023 17:30,Haverhill,MA,USA,Orb,"Multiple unidentifiable points of lights observed both stationary and traveling in the night sky unlike meteor shower or Starlink, poss",12/07/2023,12/09/2023,
625,12/07/2023 18:00,Mill Valley,CA,USA,Unknown,Series of green bird shaped ufo's moving in a line quickly accross the sky and disappearing.,12/07/2023,12/09/2023,
626,12/07/2023 22:12,Honea Path,SC,USA,Disk,"This craft was soundless, seemed to float extremely quickly across sky as if it was water",12/07/2023,12/09/2023,
627,12/07/2023 00:00,Roberts,WI,USA,Triangle,Silent craft with 9 flashing lights was seen on a clear night before the clouds interrupted visibility.,12/07/2023,12/09/2023,
628,12/07/2023 23:27,Gig Harbor,WA,USA,Changing,"We spotted a bright blinking object in the sky, it did not appear to be moving but was chain thing colors and pulsating rapidly.",12/07/2023,12/09/2023,Y
629,12/07/2023 20:40,Fairfax,MO,USA,Light,Orange lights seen ascending up from great height,12/08/2023,12/09/2023,
630,12/08/2023 04:29,Lawrence,KS,USA,Orb,I’ve seen it before but never recorded it. Pulsing orb with “solar flares” coming from it. Hovers for 15-20 mins then disappears.,12/08/2023,12/09/2023,Y
631,12/07/2023 12:33,Memphis,TN,USA,Fireball,There was a light beam in the tree emitting a fireball to the ground,12/08/2023,12/09/2023,Y
632,12/07/2023 20:09,Wellfleet,MA,USA,Light,Bright lights changing in intensity,12/08/2023,12/09/2023,Y
633,12/08/2023 04:11,Macomb,MI,USA,Egg,"Caught on Ring camera, invisible to naked eye",12/08/2023,12/09/2023,
634,12/08/2023 20:00,Pittsburgh,PA,USA,Chevron,"My husband and I saw and took a video of a very large, chevron shaped craft with a straight row of lights across the back center.",12/08/2023,12/09/2023,Y
635,12/07/2023 21:50,Martinsville,VA,USA,Circle,I viewed the anomaly for about 30 minutes after work and it wasn’t there tonight,12/08/2023,12/09/2023,Y
636,12/08/2023 19:30,Kingston,TN,USA,Orb,5 second pulsating light low altitude moving steady and fast,12/09/2023,12/09/2023,
637,12/08/2023 16:40,Fitchburg,MA,USA,Light,Saw a non blinking moving light while driving with a possible smaller light descending from it,12/10/2023,12/20/2023,Y
638,12/10/2023 17:14,Scottsdale,AZ,USA,Circle,"Possibly drone, but very high altitude",12/10/2023,12/20/2023,Y
639,12/11/2023 05:00,Fareham,England,United Kingdom,Unknown,Saw something moving in the sky,12/11/2023,12/20/2023,Y
640,12/10/2023 22:50,Paragould,AR,USA,Light,4 bright lights changing up coordinations,12/10/2023,12/20/2023,
641,12/08/2023 21:00,Lowell,MI,USA,Disk,Greyish disc with two bright white lights one on each side on front circumference and multi colored red green lights,12/11/2023,12/20/2023,Y
642,12/08/2023 17:30,West Goshen Township,PA,USA,Orb,Amber light. High altitude,12/11/2023,12/20/2023,
643,12/06/2023 23:50,Pearland,TX,USA,Flash,"Whille stargazing with nitevision monocular, spotted a curious flashing light that had a pattern to it, wasnt a plane, satellite, meteo",12/11/2023,12/20/2023,Y
644,12/11/2023 06:53,San Leandro,CA,USA,Circle,Object traveling very fast doing sprials and zig zagging across the sky,12/11/2023,12/20/2023,Y
645,12/11/2023 17:31,Barcelona,Catalunya,Spain,Other,I have a series of videos with weird shapeshifting objects. This one seems massive though,12/11/2023,12/20/2023,Y
646,12/11/2023 16:45,Morro Bay,CA,USA,Chevron,An object moving through the sky then disappearing,12/11/2023,12/20/2023,
647,12/11/2023 21:08,Seffner,FL,USA,Triangle,They kept flying zig zag and when I pointed a laser at it it disappears and reappears,12/11/2023,12/20/2023,
648,12/11/2023 21:50,Bassett,VA,USA,Circle,"I saw an object move very strangely and I did not notice lights on it and it stopped and then moved, several times.",12/11/2023,12/20/2023,Y
649,12/11/2023 14:14,Litchfield,SC,USA,Unknown,Object flying in many directions,12/11/2023,12/20/2023,
650,12/11/2023 17:45,Sacramento,CA,USA,Changing,Object originally appeared yellow white light in a stick shape then turned to a cross shape and then bluish white blinking lights,12/12/2023,12/20/2023,
651,12/11/2023 18:30,Chester,England,United Kingdom,Star,I saw what looked like a star moving across the sky but it was flashing as it moved then it disappeared. It was pulsating.,12/12/2023,12/20/2023,
652,12/12/2023 05:30,TATAMY Borough,PA,USA,Circle,Flash then light,12/12/2023,12/20/2023,
653,12/12/2023 17:06,Ocala,FL,USA,Orb,"Bright, slightly shape shifting orb",12/12/2023,12/20/2023,Y
654,12/12/2023 20:15,West Harrison,IN,USA,Unknown,Fast moving object with glittering trail,12/12/2023,12/20/2023,
655,12/12/2023 23:22,Austin,TX,USA,Orb,Three white lights behind the clouds in triangular formation zipping around in random order,12/12/2023,12/20/2023,
656,12/11/2023 22:36,Alexandria,VA,USA,Sphere,Ball of bright light no noise softball flew over house. It had a tail. Too low tl be comet it was 25ft above the ground,12/13/2023,12/20/2023,
657,12/12/2023 05:45,Greenville,MS,USA,Unknown,Two red blinking lights that moved down,12/13/2023,12/20/2023,
658,12/13/2023 15:34,Benson,NC,USA,Disk,Driving up Raleigh road turning right. Right on to Zack's mill road. We saw what look like the planet Saturn. In front of our vehicle.,12/13/2023,12/20/2023,
659,12/09/2023 04:21,Moore Haven,FL,USA,Other,It was like an oval shape but bigger on one side with jagged edges.,12/14/2023,12/20/2023,
660,12/13/2023 23:00,Greensboro,NC,USA,Orb,"AM sighting of a bright intense light that was hovering over tree line and a PM sighting with 2 crafts of the same ""look"".",12/14/2023,12/20/2023,Y
661,12/14/2023 16:38,Smiths Station,AL,USA,Other,Two fireballs next to each other seeming to not be separated,12/14/2023,12/20/2023,Y
662,12/14/2023 19:50,Myrtle Beach,SC,USA,Fireball,"Observed amber lights dancing in the sky with a green drone, creating a mesmerizing cosmic scene for 5 minutes.",12/14/2023,12/20/2023,Y
663,12/09/2023 18:42,Brooklyn,NY,USA,Orb,My son told me there were lights in the sky so I came to look. We saw 9 objects in the sky that disappeared into the clouds.,12/14/2023,12/20/2023,Y
664,12/14/2023 20:00,Fort Wayne,IN,USA,Orb,Horizontal bight light,12/14/2023,12/20/2023,
665,12/13/2023 04:18,Almont,MI,USA,Light,"Lights in the sky appearing, moving around, and then disappearing",12/14/2023,12/20/2023,Y
666,12/14/2023 19:15,Oxnard,CA,USA,Triangle,Immediately discounted normal aircraft and birds.,12/14/2023,12/20/2023,
667,12/14/2023 19:45,Pawleys Island,SC,USA,Triangle,4-5 orange solid lights arranged in a triangle shape,12/14/2023,12/20/2023,
668,12/15/2023 23:45,Capac,MI,USA,Light,"Saw a horseshoe shaped orange light with blue center hovering, it turned 180° on its axis and sped off gaining altitude",12/14/2023,12/20/2023,
669,12/14/2023 23:05,Batesville,IN,USA,Flash,"No trails eyes couldn’t track seemingly instant, Appearing in/out in complete opposite initial trajectory Curving around while doing so",12/14/2023,12/20/2023,Y
670,12/07/2023 19:20,Rehoboth Beach,DE,USA,Rectangle,"Took my dog out, noticed some objects in the sky that did not look natural, took a video, immediately said to my son I just saw ET.",12/15/2023,12/20/2023,Y
671,12/15/2023 05:32,Ottawa,ON,Canada,Unknown,Mom and I notice a white light moving with irregular patterns in the sky.,12/15/2023,12/20/2023,
672,12/14/2023 18:00,Harleysville,PA,USA,Sphere,Spherical object moving with bright flashing lights,12/15/2023,12/20/2023,Y
673,12/14/2023 23:12,Smiths Creek,MI,USA,Circle,Multicolor craft seen over tree line in front of Michigan home.,12/15/2023,12/20/2023,
674,12/14/2023 22:45,Brownstown Charter Township,MI,USA,Unknown,Very bright multi colored pulsating irregular shaped stationary object or light,12/15/2023,12/20/2023,Y
675,12/15/2023 22:00,Sunbright,TN,USA,Changing,This has been happening for a week on a regular basis. It's like nothing I've ever seen and my son in law was USAF stationed on area 52,12/15/2023,12/20/2023,
676,12/16/2023 02:10,Tunkhannock,PA,USA,Flash,I saw a bright blue flash in the Eastern sky. 2 other people saw it as well.,12/16/2023,12/20/2023,
677,12/16/2023 15:30,Reading,PA,USA,Disk,Definitely caught my attention never seen something like that and flying in that matter plus as metallic glowing some think I’m crazy.,12/16/2023,12/20/2023,Y
678,12/15/2023 04:11,Parks,AZ,USA,Unknown,A huge see-through dark object appeared in one of my photos during an all-night time lapse I was doing.,12/16/2023,12/20/2023,Y
679,12/16/2023 21:08,Tacoma,WA,USA,Orb,5 or 6 linked orbs descending,12/16/2023,12/20/2023,
680,12/17/2023 05:10,Lynnwood,WA,USA,Triangle,"Seen a huge black boomerang shaped craft flying low from east to west , very little sound",12/17/2023,12/20/2023,Y
681,12/16/2023 18:00,Harrison,NY,USA,Circle,"I was driving on I-684, I saw it coming towards me so I looked up,It flew over my car, I looked at it, It didn't appear to have wings.",12/17/2023,12/20/2023,
682,12/17/2023 19:05,Alton,England,United Kingdom,Light,Light in sky moving erraticly,12/17/2023,12/20/2023,
683,12/13/2023 18:20,Alfreton,England,United Kingdom,Light,Lights appearing and disappearing,12/17/2023,12/20/2023,
684,12/15/2023 13:32,Buena Vista,GA,USA,Unknown,Something small is burning; black smoking air,12/17/2023,12/20/2023,Y
685,12/14/2023 17:40,Fingerville,SC,USA,Light,"Light was observed, likely stationary then it just extinguished and disappeared",12/17/2023,12/20/2023,
686,12/14/2023 07:41,Chicago,IL,USA,Triangle,I saw a line cloud descending from space as far as I could see and I couldn’t recognize the object I assumed it was space junk falling,12/17/2023,12/20/2023,Y
687,12/18/2023 13:22,Mueang Chiang Rai,Chiang Rai,Thailand,Changing,Five flying objects on the sky.,12/17/2023,12/20/2023,
688,12/16/2023 18:15,Cabot,AR,USA,Orb,There was no real pattern in the movements other than being in 2’s.,12/18/2023,12/20/2023,Y
689,12/18/2023 16:57,Kelso,WA,USA,Disk,It was a black disc and it was moving fast around500 feet in the air.,12/18/2023,12/20/2023,Y
690,12/18/2023 23:02,Murdock,FL,USA,Sphere,We saw an orangish sphere heading south then turning east.,12/18/2023,12/20/2023,
691,12/18/2023 23:03,Hudson,FL,USA,Fireball,Red bulb of light that slowly faded to yellow and then to gray before floating there.,12/18/2023,12/20/2023,
692,12/18/2023 20:35,Lebanon,OR,USA,Fireball,"What looked like a fireball was flying calmly, making sudden turns before abruptly disappearing.",12/18/2023,12/20/2023,
693,12/18/2023 23:15,Waterloo,IL,USA,Orb,"Viewer was driving home from work. Saw ""3 balls of light"" that fell amazingly fast towards the ground. Sighting lasted <5 seconds.",12/18/2023,12/20/2023,
694,12/18/2023 17:15,Bastrop,LA,USA,Egg,2 objects seen. One larger than the other. Appeared to be on intersecting paths but disappeared,12/19/2023,12/20/2023,Y
695,12/19/2023 19:00,Nashville,TN,USA,Changing,Looked over at moon as plane went southwest turned to sit down and noticed object flashing in the sky,12/19/2023,12/20/2023,
696,12/19/2023 06:53,Early,IA,USA,Unknown,"Changing Lights, odd directional changes",12/19/2023,12/20/2023,
697,12/20/2023 05:30,Norwalk,OH,USA,Sphere,"Strange orb, light with blue and white lights, hovering in air, looking like it’s separates in the two or three lights back into one",12/20/2023,12/20/2023,Y
698,12/19/2023 18:24,Hope,ME,USA,Other,"A growing, lengthening shaft of light, that appeared to be going up in the sky (as opposed to the way a meteor moves).",12/20/2023,12/20/2023,Y
699,12/20/2023 02:00,Irmo,SC,USA,Sphere,Stationery ufo object was viewed from the outside of home.,12/20/2023,12/20/2023,Y
700,12/01/2023 07:13,Kingfisher Close,England,United Kingdom,Flash,flashing object moving erratically/hovering in the sky,12/01/2023,12/09/2023,Y
701,12/01/2023 10:25,Albion,ME,USA,Unknown,Spotted a Craft this morning.,12/01/2023,12/09/2023,
702,12/02/2023 03:45,Great Falls,MT,USA,Light,5+ white lights circling/maneuvering from our perspective over or beyond Malmstrom Airforce Base,12/02/2023,12/09/2023,
703,12/03/2023 20:25,San Cristobal de las Casas,Chiapas,Mexico,Diamond,Object floated slowly over a radio tower that was decorated with X-Mas lights. It did not blinlk. Too big to be a.drone.,12/03/2023,12/09/2023,
704,12/03/2023 17:40,Sisseton,SD,USA,Circle,"Three circular lights that were dim, and one single circular bright light.",12/03/2023,12/09/2023,
705,12/02/2023 18:54,New York,NY,USA,Orb,This thing caught my eye as I looked up over the elevated train. I watched it for about 20 minutes making odd turns,12/03/2023,12/09/2023,Y
706,12/03/2023 14:00,,,Barbados,Changing,Playing in the clouds for an hour since i noticed it.,12/03/2023,12/09/2023,
707,12/04/2023 01:00,Lorain,OH,USA,Sphere,"A Semi Transparent, White Colored, Luminescent Spherical Cloud circled directly above my home before disappearing entirely.",12/05/2023,12/09/2023,
708,12/03/2023 11:00,Vancouver,BC,Canada,Circle,Visible from the ground as well on top of the bridge,12/04/2023,12/09/2023,Y
709,12/03/2023 20:45,Davenport,FL,USA,Orb,"We were swimming, I just so happened to look up and saw strange lights.",12/04/2023,12/09/2023,
710,12/06/2023 00:48,Austin,TX,USA,Chevron,"A light grey craft similar to that of a B2 flying overhead Austin, TX, with no apparent lights and sound.",12/05/2023,12/09/2023,
711,12/06/2023 01:36,Latexo,TX,USA,Orb,"Standing on front steps of house, looking west. Seen between Mars and horizon.",12/06/2023,12/09/2023,
712,12/06/2023 03:00,Lawler,IA,USA,Light,4 to 5 lights in the sky to the east of New Hampton IA aprox 10 miles roughly above Lawler IA,12/06/2023,12/09/2023,
713,12/03/2023 23:59,Memphis,IN,USA,Light,Unexplained bright shiny light,12/06/2023,12/09/2023,Y
714,12/05/2023 05:36,Santa Monica,CA,USA,Oval,Woke up early and saw strange lights hovering over the ocean. One had lights of different colors.,12/06/2023,12/09/2023,Y
715,12/06/2023 11:59,Melbourne,FL,USA,Disk,Hovering in place until shooting off southbound and disappearing in a small flash of light.,12/06/2023,12/09/2023,Y
716,12/06/2023 05:30,Port Harcourt,Rivers,Nigeria,Light,I sighted an object that has something like a small helicopter with a long smoky tail and was moving west ward,12/06/2023,12/09/2023,
717,12/06/2023 14:00,San Diego,CA,USA,Diamond,Witnessed object that appeared to be rotating and either reflecting light or flashing bright light. Easier to share the video.,12/06/2023,12/09/2023,Y
718,12/04/2023 22:00,Dunkirk,IN,USA,Circle,"No sound, projected several bright beams of light from round circle of light into woods onto the ground.",12/06/2023,12/09/2023,
719,12/06/2023 19:45,Red Lion,PA,USA,Light,This is the second sighting of this object in the same location. It appears as a white pulsating light,12/06/2023,12/09/2023,Y
720,12/04/2023 22:45,Corinth,NY,USA,Flash,Mechanical light from Def UAP,12/06/2023,12/09/2023,
721,12/05/2023 17:55,Payson,AZ,USA,Triangle,"I saw a triangular shaped craft while driving through Payson, AZ.",12/06/2023,12/09/2023,
722,12/05/2023 17:25,Saint Paul,KS,USA,Orb,"This was the earliest I've seen one out. Sun was still setting. It was before 5:30,only star out was Venus or mercury.",12/07/2023,12/09/2023,Y
723,12/07/2023 11:05,Columbus,OH,USA,Orb,Another glowing white orb passing over my house,12/07/2023,12/09/2023,Y
724,12/02/2023 17:30,Haverhill,MA,USA,Orb,"Multiple unidentifiable points of lights observed both stationary and traveling in the night sky unlike meteor shower or Starlink, poss",12/07/2023,12/09/2023,
725,12/07/2023 18:00,Mill Valley,CA,USA,Unknown,Series of green bird shaped ufo's moving in a line quickly accross the sky and disappearing.,12/07/2023,12/09/2023,
726,12/07/2023 22:12,Honea Path,SC,USA,Disk,"This craft was soundless, seemed to float extremely quickly across sky as if it was water",12/07/2023,12/09/2023,
727,12/07/2023 00:00,Roberts,WI,USA,Triangle,Silent craft with 9 flashing lights was seen on a clear night before the clouds interrupted visibility.,12/07/2023,12/09/2023,
728,12/07/2023 23:27,Gig Harbor,WA,USA,Changing,"We spotted a bright blinking object in the sky, it did not appear to be moving but was chain thing colors and pulsating rapidly.",12/07/2023,12/09/2023,Y
729,12/07/2023 20:40,Fairfax,MO,USA,Light,Orange lights seen ascending up from great height,12/08/2023,12/09/2023,
730,12/08/2023 04:29,Lawrence,KS,USA,Orb,I’ve seen it before but never recorded it. Pulsing orb with “solar flares” coming from it. Hovers for 15-20 mins then disappears.,12/08/2023,12/09/2023,Y
731,12/07/2023 12:33,Memphis,TN,USA,Fireball,There was a light beam in the tree emitting a fireball to the ground,12/08/2023,12/09/2023,Y
732,12/07/2023 20:09,Wellfleet,MA,USA,Light,Bright lights changing in intensity,12/08/2023,12/09/2023,Y
733,12/08/2023 04:11,Macomb,MI,USA,Egg,"Caught on Ring camera, invisible to naked eye",12/08/2023,12/09/2023,
734,12/08/2023 20:00,Pittsburgh,PA,USA,Chevron,"My husband and I saw and took a video of a very large, chevron shaped craft with a straight row of lights across the back center.",12/08/2023,12/09/2023,Y
735,12/07/2023 21:50,Martinsville,VA,USA,Circle,I viewed the anomaly for about 30 minutes after work and it wasn’t there tonight,12/08/2023,12/09/2023,Y
736,12/08/2023 19:30,Kingston,TN,USA,Orb,5 second pulsating light low altitude moving steady and fast,12/09/2023,12/09/2023,
737,12/08/2023 16:40,Fitchburg,MA,USA,Light,Saw a non blinking moving light while driving with a possible smaller light descending from it,12/10/2023,12/20/2023,Y
738,12/10/2023 17:14,Scottsdale,AZ,USA,Circle,"Possibly drone, but very high altitude",12/10/2023,12/20/2023,Y
739,12/11/2023 05:00,Fareham,England,United Kingdom,Unknown,Saw something moving in the sky,12/11/2023,12/20/2023,Y
740,12/10/2023 22:50,Paragould,AR,USA,Light,4 bright lights changing up coordinations,12/10/2023,12/20/2023,
741,12/08/2023 21:00,Lowell,MI,USA,Disk,Greyish disc with two bright white lights one on each side on front circumference and multi colored red green lights,12/11/2023,12/20/2023,Y
742,12/08/2023 17:30,West Goshen Township,PA,USA,Orb,Amber light. High altitude,12/11/2023,12/20/2023,
743,12/06/2023 23:50,Pearland,TX,USA,Flash,"Whille stargazing with nitevision monocular, spotted a curious flashing light that had a pattern to it, wasnt a plane, satellite, meteo",12/11/2023,12/20/2023,Y
744,12/11/2023 06:53,San Leandro,CA,USA,Circle,Object traveling very fast doing sprials and zig zagging across the sky,12/11/2023,12/20/2023,Y
745,12/11/2023 17:31,Barcelona,Catalunya,Spain,Other,I have a series of videos with weird shapeshifting objects. This one seems massive though,12/11/2023,12/20/2023,Y
746,12/11/2023 16:45,Morro Bay,CA,USA,Chevron,An object moving through the sky then disappearing,12/11/2023,12/20/2023,
747,12/11/2023 21:08,Seffner,FL,USA,Triangle,They kept flying zig zag and when I pointed a laser at it it disappears and reappears,12/11/2023,12/20/2023,
748,12/11/2023 21:50,Bassett,VA,USA,Circle,"I saw an object move very strangely and I did not notice lights on it and it stopped and then moved, several times.",12/11/2023,12/20/2023,Y
749,12/11/2023 14:14,Litchfield,SC,USA,Unknown,Object flying in many directions,12/11/2023,12/20/2023,
750,12/11/2023 17:45,Sacramento,CA,USA,Changing,Object originally appeared yellow white light in a stick shape then turned to a cross shape and then bluish white blinking lights,12/12/2023,12/20/2023,
751,12/11/2023 18:30,Chester,England,United Kingdom,Star,I saw what looked like a star moving across the sky but it was flashing as it moved then it disappeared. It was pulsating.,12/12/2023,12/20/2023,
752,12/12/2023 05:30,TATAMY Borough,PA,USA,Circle,Flash then light,12/12/2023,12/20/2023,
753,12/12/2023 17:06,Ocala,FL,USA,Orb,"Bright, slightly shape shifting orb",12/12/2023,12/20/2023,Y
754,12/12/2023 20:15,West Harrison,IN,USA,Unknown,Fast moving object with glittering trail,12/12/2023,12/20/2023,
755,12/12/2023 23:22,Austin,TX,USA,Orb,Three white lights behind the clouds in triangular formation zipping around in random order,12/12/2023,12/20/2023,
756,12/11/2023 22:36,Alexandria,VA,USA,Sphere,Ball of bright light no noise softball flew over house. It had a tail. Too low tl be comet it was 25ft above the ground,12/13/2023,12/20/2023,
757,12/12/2023 05:45,Greenville,MS,USA,Unknown,Two red blinking lights that moved down,12/13/2023,12/20/2023,
758,12/13/2023 15:34,Benson,NC,USA,Disk,Driving up Raleigh road turning right. Right on to Zack's mill road. We saw what look like the planet Saturn. In front of our vehicle.,12/13/2023,12/20/2023,
759,12/09/2023 04:21,Moore Haven,FL,USA,Other,It was like an oval shape but bigger on one side with jagged edges.,12/14/2023,12/20/2023,
760,12/13/2023 23:00,Greensboro,NC,USA,Orb,"AM sighting of a bright intense light that was hovering over tree line and a PM sighting with 2 crafts of the same ""look"".",12/14/2023,12/20/2023,Y
761,12/14/2023 16:38,Smiths Station,AL,USA,Other,Two fireballs next to each other seeming to not be separated,12/14/2023,12/20/2023,Y
762,12/14/2023 19:50,Myrtle Beach,SC,USA,Fireball,"Observed amber lights dancing in the sky with a green drone, creating a mesmerizing cosmic scene for 5 minutes.",12/14/2023,12/20/2023,Y
763,12/09/2023 18:42,Brooklyn,NY,USA,Orb,My son told me there were lights in the sky so I came to look. We saw 9 objects in the sky that disappeared into the clouds.,12/14/2023,12/20/2023,Y
764,12/14/2023 20:00,Fort Wayne,IN,USA,Orb,Horizontal bight light,12/14/2023,12/20/2023,
765,12/13/2023 04:18,Almont,MI,USA,Light,"Lights in the sky appearing, moving around, and then disappearing",12/14/2023,12/20/2023,Y
766,12/14/2023 19:15,Oxnard,CA,USA,Triangle,Immediately discounted normal aircraft and birds.,12/14/2023,12/20/2023,
767,12/14/2023 19:45,Pawleys Island,SC,USA,Triangle,4-5 orange solid lights arranged in a triangle shape,12/14/2023,12/20/2023,
768,12/15/2023 23:45,Capac,MI,USA,Light,"Saw a horseshoe shaped orange light with blue center hovering, it turned 180° on its axis and sped off gaining altitude",12/14/2023,12/20/2023,
769,12/14/2023 23:05,Batesville,IN,USA,Flash,"No trails eyes couldn’t track seemingly instant, Appearing in/out in complete opposite initial trajectory Curving around while doing so",12/14/2023,12/20/2023,Y
770,12/07/2023 19:20,Rehoboth Beach,DE,USA,Rectangle,"Took my dog out, noticed some objects in the sky that did not look natural, took a video, immediately said to my son I just saw ET.",12/15/2023,12/20/2023,Y
771,12/15/2023 05:32,Ottawa,ON,Canada,Unknown,Mom and I notice a white light moving with irregular patterns in the sky.,12/15/2023,12/20/2023,
772,12/14/2023 18:00,Harleysville,PA,USA,Sphere,Spherical object moving with bright flashing lights,12/15/2023,12/20/2023,Y
773,12/14/2023 23:12,Smiths Creek,MI,USA,Circle,Multicolor craft seen over tree line in front of Michigan home.,12/15/2023,12/20/2023,
774,12/14/2023 22:45,Brownstown Charter Township,MI,USA,Unknown,Very bright multi colored pulsating irregular shaped stationary object or light,12/15/2023,12/20/2023,Y
775,12/15/2023 22:00,Sunbright,TN,USA,Changing,This has been happening for a week on a regular basis. It's like nothing I've ever seen and my son in law was USAF stationed on area 52,12/15/2023,12/20/2023,
776,12/16/2023 02:10,Tunkhannock,PA,USA,Flash,I saw a bright blue flash in the Eastern sky. 2 other people saw it as well.,12/16/2023,12/20/2023,
777,12/16/2023 15:30,Reading,PA,USA,Disk,Definitely caught my attention never seen something like that and flying in that matter plus as metallic glowing some think I’m crazy.,12/16/2023,12/20/2023,Y
