,city,state,count,population,lat,lng,per_capita
107592,JAMUL,CA,4,6018.0,32.7184,-116.8709,0.0006646726487205051
107600,ROWLAND HEIGHTS,CA,4,47209.0,33.9716,-117.8912,8.472960664280116e-05
107612,LAKE STATION,IN,4,13352.0,41.5729,-87.2599,0.0002995805871779509
107624,CORNVILLE,AZ,4,3582.0,34.7389,-111.9086,0.0011166945840312675
107628,LAKE TAPPS,WA,4,12196.0,47.2307,-122.1695,0.00032797638570022957
107632,JAMESTOWN,TN,4,2126.0,36.4319,-84.9341,0.0018814675446848542
107636,DEWITT,MI,4,4779.0,42.8364,-84.575,0.0008369951872776732
107640,DEXTER,MO,4,7910.0,36.7928,-89.9632,0.0005056890012642225
107644,CORINTH,TX,4,22502.0,33.1434,-97.0682,0.00017776197671318106
107648,DEXTER,OR,4,1068.0,43.9188,-122.822,0.003745318352059925
107652,ROSS,OH,4,2823.0,39.3146,-84.6599,0.0014169323414806943
107656,CORINTH,KY,4,277.0,38.4997,-84.6031,0.01444043321299639
107660,ROSMAN,NC,4,642.0,35.1458,-82.82,0.006230529595015576
107664,CORFU,NY,4,852.0,42.9611,-78.4028,0.004694835680751174
107668,CORDOVA,SC,4,214.0,33.4345,-80.9211,0.018691588785046728
107672,CORDOVA,AL,4,1971.0,33.7613,-87.1926,0.0020294266869609334
107676,LAKE WORTH,TX,4,4701.0,32.813,-97.4306,0.0008508827908955541
107684,JANESVILLE,CA,4,2641.0,40.2993,-120.5024,0.0015145778114350624
107692,LAKE LEELANAU,MI,4,165.0,44.9806,-85.7157,0.024242424242424242
107696,LAKE CITY,MI,4,702.0,44.3297,-85.2085,0.005698005698005698
107704,JELLICO,TN,4,1808.0,36.5651,-84.1355,0.0022123893805309734
107708,JEKYLL ISLAND,GA,4,946.0,31.0732,-81.4206,0.004228329809725159
107712,LAGRANGE,IN,4,2783.0,41.6481,-85.418,0.001437297879985627
107720,JEFFERSON,OH,4,3319.0,41.7384,-80.7689,0.0012051822838204278
107724,DERRY,PA,4,2636.0,40.3335,-79.3011,0.0015174506828528073
107728,UNION,WA,4,406.0,47.3475,-123.0951,0.009852216748768473
107732,COUGAR,WA,4,33.0,46.0493,-122.3034,0.12121212121212122
107740,COUDERSPORT,PA,4,2384.0,41.7758,-78.016,0.0016778523489932886
107744,DETROIT,OR,4,102.0,44.7338,-122.1513,0.0392156862745098
107748,UNION CITY,NJ,4,67258.0,40.7675,-74.0323,5.947247911029171e-05
107752,JEFFERSON,MD,4,2742.0,39.3653,-77.5406,0.0014587892049598833
107756,LAKE ELMO,MN,4,11861.0,44.9944,-92.9031,0.0003372396931118793
107772,UNIONDALE,NY,4,33192.0,40.7176,-73.5947,0.00012051096649795132
107776,COSBY,TN,4,632.0,35.7952,-83.2457,0.006329113924050633
107780,LAKE ISABELLA,CA,4,3514.0,35.6378,-118.482,0.0011383039271485487
107784,JASPER,IN,4,16488.0,38.3933,-86.9402,0.00024260067928190198
107792,CORCORAN,CA,4,22808.0,36.0841,-119.5613,0.00017537706068046299
107796,JERMYN,PA,4,2070.0,41.5273,-75.5454,0.001932367149758454
107800,TISKILWA,IL,4,746.0,41.2928,-89.5082,0.005361930294906166
107812,LAMBERTVILLE,MI,4,9846.0,41.7484,-83.6244,0.0004062563477554337
107816,ROSEBUD,SD,4,2155.0,43.2398,-100.8229,0.0018561484918793504
107820,DONALDS,SC,4,374.0,34.3766,-82.3467,0.0106951871657754
107824,DONIPHAN,MO,4,2138.0,36.6234,-90.8219,0.0018709073900841909
107832,DONNELLY,ID,4,215.0,44.7351,-116.0788,0.018604651162790697
107836,IRON RIVER,MI,4,2995.0,46.0966,-88.6396,0.001335559265442404
107840,LAMONT,CA,4,13715.0,35.2659,-118.9159,0.0002916514764855997
107844,DONORA,PA,4,4561.0,40.1789,-79.8625,0.0008770006577504934
107848,DORA,AL,4,2718.0,33.7288,-87.0842,0.0014716703458425313
107852,LANAGAN,MO,4,433.0,36.6061,-94.4517,0.009237875288683603
107864,COMSTOCK PARK,MI,4,10379.0,43.0438,-85.6778,0.00038539358319683977
107868,DORAL,FL,4,74891.0,25.8152,-80.3565,5.3410957257881454e-05
107872,ROSE CITY,MI,4,573.0,44.4209,-84.116,0.006980802792321117
107876,COMMERCE,TX,4,9078.0,33.2421,-95.8992,0.0004406256884776382
107888,LANETT,AL,4,6880.0,32.8577,-85.2078,0.0005813953488372093
107896,DOLORES,CO,4,852.0,37.4741,-108.4998,0.004694835680751174
107904,LAMAR,CO,4,7667.0,38.074,-102.6154,0.0005217164471109951
107912,JACKSON,CA,4,5004.0,38.3485,-120.7728,0.0007993605115907274
107924,LAKELAND,GA,4,2928.0,31.0409,-83.0748,0.001366120218579235
107928,DINUBA,CA,4,24713.0,36.5453,-119.3987,0.0001618581313478736
107932,TIPTON,MO,4,2738.0,38.6549,-92.7803,0.0014609203798392988
107936,DIVIDE,CO,4,140.0,38.9449,-105.1619,0.02857142857142857
107940,LAKESIDE,OR,4,1838.0,43.5795,-124.1733,0.002176278563656148
107944,COOLIDGE,GA,4,775.0,31.0113,-83.866,0.005161290322580645
107948,DOBSON,NC,4,1812.0,36.3928,-80.7245,0.002207505518763797
107952,LAKEVIEW,OH,4,1140.0,40.4875,-83.9266,0.0035087719298245615
107964,ISLA VISTA,CA,4,14722.0,34.4128,-119.8614,0.0002717022143730471
107972,TIMMONSVILLE,SC,4,2119.0,34.1334,-79.9408,0.0018876828692779614
107976,CONTOOCOOK,NH,4,1295.0,43.2232,-71.7129,0.003088803088803089
107980,CONNELLSVILLE,PA,4,7004.0,40.0161,-79.5893,0.0005711022272986865
107984,LAKIN,KS,4,2066.0,37.94,-101.2585,0.001936108422071636
107992,ROSEDALE,MD,4,20058.0,39.3266,-76.5084,0.0001994216771363047
108000,LAFAYETTE,TN,4,5555.0,36.5241,-86.0304,0.00072007200720072
108008,COLUMBUS,TX,4,3686.0,29.7056,-96.5571,0.0010851871947911015
108016,KEESEVILLE,NY,4,2545.0,44.5035,-73.4812,0.0015717092337917485
108020,DAYTON,WA,4,2763.0,46.3168,-117.9767,0.0014477017734346724
108024,TREVOSE,PA,4,3957.0,40.1509,-74.982,0.0010108668182966893
108028,TRENTON,MO,4,5527.0,40.0818,-93.603,0.0007237199203908088
108032,TRENTON,MI,4,18420.0,42.1394,-83.1929,0.00021715526601520088
108036,SALEM,IN,4,6330.0,38.6047,-86.0976,0.000631911532385466
108040,CUTCHOGUE,NY,4,2792.0,41.0168,-72.4871,0.0014326647564469914
108044,CUT BANK,MT,4,3061.0,48.6344,-112.3304,0.0013067624959163672
108048,KANSAS,OK,4,770.0,36.2053,-94.7888,0.005194805194805195
108052,DECATUR,IN,4,9718.0,40.8286,-84.9277,0.00041160732661041366
108060,SALEM,NJ,4,5285.0,39.5681,-75.4724,0.0007568590350047304
108068,DECORAH,IA,4,7611.0,43.3012,-91.7839,0.0005255551175929575
108072,TREASURE ISLAND,FL,4,6590.0,27.774,-82.7663,0.0006069802731411229
108076,DEER LODGE,MT,4,3030.0,46.398,-112.7334,0.0013201320132013201
108088,KINGSTON,IL,4,1361.0,42.1008,-88.7619,0.0029390154298310064
108089,KINGSTON,IL,4,118.0,39.8198,-91.0274,0.03389830508474576
108092,KAANAPALI,HI,4,1227.0,20.9277,-156.6794,0.0032599837000814994
108100,KINGSTON,OK,4,1726.0,34.0004,-96.7062,0.002317497103128621
108104,KINGSTON,RI,4,6560.0,41.4738,-71.5236,0.0006097560975609756
108112,D'IBERVILLE,MS,4,12922.0,30.4709,-88.9011,0.00030954960532425323
108116,TRINITY,FL,4,18672.0,28.1809,-82.6582,0.00021422450728363326
108120,KENLY,NC,4,2527.0,35.5885,-78.137,0.0015829046299960427
108124,KENSINGTON,CT,4,9580.0,41.6284,-72.7686,0.0004175365344467641
108128,KENTFIELD,CA,4,7410.0,37.9481,-122.5497,0.0005398110661268556
108132,DARRINGTON,WA,4,1233.0,48.2546,-121.6031,0.0032441200324412004
108136,DANIELSON,CT,4,4162.0,41.8086,-71.8854,0.0009610764055742432
108140,DASH POINT,WA,4,923.0,47.313,-122.4154,0.004333694474539545
108144,DANE,WI,4,1104.0,43.2497,-89.4993,0.0036231884057971015
108148,TROY,MT,4,884.0,48.4614,-115.8909,0.004524886877828055
108152,KERHONKSON,NY,4,2038.0,41.7779,-74.2955,0.001962708537782139
108156,TROY,NC,4,2921.0,35.365,-79.8918,0.0013693940431359123
108164,DAVIS,OK,4,2821.0,34.4575,-97.1566,0.0014179369018078695
108172,KERNVILLE,CA,4,836.0,35.7533,-118.4321,0.004784688995215311
108176,TROTWOOD,OH,4,23125.0,39.7926,-84.3165,0.00017297297297297297
108180,KETTLE FALLS,WA,4,1598.0,48.6055,-118.062,0.0025031289111389237
108184,KETTLEMAN CITY,CA,4,956.0,36.0089,-119.9629,0.0041841004184100415
108188,KEWAUNEE,WI,4,2819.0,44.4607,-87.5132,0.001418942887548776
108196,DALLAS,NC,4,5889.0,35.3169,-81.183,0.0006792324673119375
108200,TRION,GA,4,2389.0,34.548,-85.3114,0.0016743407283382169
108204,TRYON,NC,4,1516.0,35.2086,-82.2379,0.002638522427440633
108212,KINGSTREE,SC,4,3202.0,33.6665,-79.8292,0.0012492192379762648
108216,KINGSVILLE,MO,4,377.0,38.7438,-94.0699,0.010610079575596816
108220,LAFAYETTE,GA,4,6929.0,34.7089,-85.2815,0.0005772838793476692
108224,CULLOWHEE,NC,4,6715.0,35.3097,-83.1816,0.0005956813104988831
108228,CRIVITZ,WI,4,1187.0,45.2337,-88.0067,0.003369839932603201
108232,CRITTENDEN,KY,4,4033.0,38.7755,-84.6137,0.0009918175055789735
108236,JONESBORO,LA,4,4135.0,32.2348,-92.7098,0.0009673518742442564
108240,LA CONNER,WA,4,1000.0,48.3926,-122.4945,0.004
108244,JONESBORO,IN,4,1541.0,40.4797,-85.6304,0.0025957170668397143
108248,JOHNSTOWN,OH,4,5183.0,40.15,-82.6881,0.0007717538105344395
108252,CRESTED BUTTE,CO,4,1434.0,38.8676,-106.9773,0.002789400278940028
108256,RUTHERFORDTON,NC,4,3671.0,35.3642,-81.9613,0.001089621356578589
108260,SALUDA,SC,4,3124.0,34.0009,-81.7713,0.0012804097311139564
108264,DELMAR,DE,4,2398.0,38.4651,-75.5553,0.0016680567139282735
108268,DELMAR,MD,4,3897.0,38.445,-75.5662,0.0010264305876315114
108288,LABELLE,FL,4,4963.0,26.7219,-81.4506,0.0008059641345960105
108292,LACASSINE,LA,4,157.0,30.2331,-92.9208,0.025477707006369428
108296,DELTA,OH,4,2813.0,41.5754,-84.0091,0.0014219694276573053
108300,DELTA JUNCTION,AK,4,1126.0,64.0603,-145.7058,0.003552397868561279
108304,CRAWFORDVILLE,FL,4,5268.0,30.1996,-84.3634,0.0007593014426727411
108308,CRAWFORDSVILLE,IN,4,16335.0,40.0428,-86.8976,0.0002448729721456994
108312,JESSUP,PA,4,4510.0,41.4622,-75.5478,0.0008869179600886918
108320,JONESTOWN,PA,4,1979.0,40.413,-76.4806,0.00202122283981809
108324,CROSS ROADS,TX,4,1716.0,33.2291,-96.9985,0.002331002331002331
108328,DELANO,CA,4,50498.0,35.7662,-119.2635,7.921105786367777e-05
108332,DEFUNIAK SPRINGS,FL,4,6072.0,30.7123,-86.1208,0.0006587615283267457
108336,CUERO,TX,4,8138.0,29.1023,-97.2871,0.0004915212582944212
108340,JUNE LAKE,CA,4,302.0,37.7778,-119.0953,0.013245033112582781
108348,KIRKLAND,IL,4,1493.0,42.0905,-88.849,0.0026791694574681848
108352,CUBA,NM,4,547.0,36.0146,-106.968,0.007312614259597806
108356,KIRTLAND,NM,4,546.0,36.7502,-108.3588,0.007326007326007326
108364,TOWNSHEND,VT,4,170.0,43.047,-72.6692,0.023529411764705882
108368,TOWNSEND,TN,4,583.0,35.6763,-83.7529,0.00686106346483705
108372,TOWNSEND,MT,4,2176.0,46.3192,-111.5197,0.001838235294117647
108376,KITTITAS,WA,4,1281.0,46.9837,-120.4189,0.00312256049960968
108380,SAEGERTOWN,PA,4,967.0,41.7165,-80.1364,0.004136504653567736
108388,TOWNSEND,DE,4,2728.0,39.3968,-75.6943,0.001466275659824047
108396,TUSCUMBIA,AL,4,9029.0,34.7204,-87.7035,0.00044301694539816146
108404,JUDSONIA,AR,4,2204.0,35.277,-91.6411,0.0018148820326678765
108408,CROWLEY,TX,4,18392.0,32.5781,-97.3585,0.00021748586341887777
108412,KNOXVILLE,IA,4,7523.0,41.3188,-93.1024,0.0005317027781470158
108416,KNOXVILLE,IL,4,3318.0,40.907,-90.2857,0.0012055455093429777
108420,JOSHUA,TX,4,8004.0,32.458,-97.3849,0.0004997501249375312
108424,ROOSEVELT,UT,4,6884.0,40.2924,-110.0093,0.0005810575246949448
108432,TROUTMAN,NC,4,3689.0,35.6873,-80.883,0.0010843046896177825
108436,SAUK RAPIDS,MN,4,13830.0,45.5981,-94.1538,0.00028922631959508316
108440,ROGERSVILLE,AL,4,1350.0,34.8251,-87.2821,0.002962962962962963
108444,COLLINSVILLE,CT,4,3750.0,41.8189,-72.922,0.0010666666666666667
108452,SANTA CLARA,UT,4,7625.0,37.1312,-113.656,0.0005245901639344263
108460,COLLEGE PARK,GA,4,14113.0,33.6363,-84.464,0.0002834266279316942
108464,THORNDALE,PA,4,4007.0,39.9991,-75.7517,0.0009982530571499876
108468,ROCK RIVER,WY,4,269.0,41.7317,-105.9752,0.01486988847583643
108472,CLINTON,IL,4,6889.0,40.1468,-88.9633,0.0005806357961968355
108476,LAURENS,SC,4,9276.0,34.5022,-82.0207,0.00043122035360068997
108484,LAVA HOT SPRINGS,ID,4,293.0,42.6198,-112.0098,0.013651877133105802
108488,SAUK CITY,WI,4,3506.0,43.2722,-89.7312,0.0011409013120365088
108492,THOMPSON'S STATION,TN,4,7426.0,35.8106,-86.9003,0.0005386479935362241
108496,INKSTER,MI,4,25839.0,42.2935,-83.3148,0.00015480475250590194
108500,THORNVILLE,OH,4,1595.0,39.8944,-82.4203,0.0025078369905956114
108504,CLIFTON HEIGHTS,PA,4,6834.0,39.9301,-75.2958,0.000585308750365818
108508,CLIFTON,VA,4,358.0,38.7802,-77.3866,0.0111731843575419
108512,DOYLESTOWN,OH,4,3049.0,40.97,-81.6954,0.0013119055428009183
108516,ROLESVILLE,NC,4,9696.0,35.9223,-78.4656,0.00041254125412541255
108520,COLONIAL BEACH,VA,4,3895.0,38.2567,-76.9777,0.0010269576379974327
108524,CLIFFSIDE PARK,NJ,4,25546.0,40.8222,-73.9879,0.00015658028654192438
108532,VANDENBERG AFB,CA,4,3681.0,34.7477,-120.519,0.0010866612333604998
108536,SANGER,CA,4,26553.0,36.699,-119.5575,0.00015064211200241026
108540,COLQUITT,GA,4,2131.0,31.1741,-84.7319,0.0018770530267480056
108544,THREE FORKS,MT,4,1895.0,45.8899,-111.5525,0.0021108179419525065
108548,THREE OAKS,MI,4,1207.0,41.7985,-86.6139,0.0033140016570008283
108552,COLUMBIA,IL,4,11036.0,38.4581,-90.2156,0.0003624501631025734
108556,THREE RIVERS,CA,4,2496.0,36.4334,-118.8885,0.0016025641025641025
108560,DOVER,OH,4,13118.0,40.5304,-81.4806,0.0003049245311785333
108564,DUBLIN,VA,4,2673.0,37.0987,-80.6831,0.0014964459408903852
108568,VAIL,AZ,4,15248.0,32.0217,-110.6937,0.00026232948583420777
108572,COLEMAN,WI,4,787.0,45.0673,-88.0358,0.005082592121982211
108576,DUNCAN,AZ,4,879.0,32.7344,-109.0972,0.004550625711035267
108580,COEBURN,VA,4,1533.0,36.9444,-82.4698,0.002609262883235486
108584,ROCKWELL,NC,4,2434.0,35.5538,-80.407,0.0016433853738701725
108592,ROCKWELL CITY,IA,4,2389.0,42.3981,-94.6289,0.0016743407283382169
108600,COBB,CA,4,685.0,38.8356,-122.723,0.00583941605839416
108604,TICE,FL,4,5468.0,26.6756,-81.8166,0.000731528895391368
108608,IMPERIAL,CA,4,20430.0,32.839,-115.572,0.0001957905041605482
108612,THERMOPOLIS,WY,4,2722.0,43.6479,-108.2139,0.0014695077149155032
108616,IMLAY CITY,MI,4,3698.0,43.0171,-83.0771,0.001081665765278529
108620,COFFEYVILLE,KS,4,8842.0,37.0519,-95.618,0.00045238633793259444
108624,VALLEY CENTER,KS,4,8448.0,37.8332,-97.3646,0.0004734848484848485
108628,DUNLAP,IL,4,1417.0,40.848,-89.6719,0.0028228652081863093
108632,LEAKEY,TX,4,464.0,29.7254,-99.7631,0.008620689655172414
108636,ROCKWOOD,TN,4,5468.0,35.8692,-84.6731,0.000731528895391368
108644,IDAHO SPRINGS,CO,4,2113.0,39.7444,-105.5006,0.001893043066729768
108648,SARALAND,AL,4,16109.0,30.8479,-88.1004,0.00024830839903159724
108652,COAL HILL,AR,4,791.0,35.4375,-93.6647,0.0050568900126422255
108660,SANTEE,SC,4,1189.0,33.4801,-80.4852,0.00336417157275021
108664,IDAHO CITY,ID,4,673.0,43.8281,-115.8307,0.005943536404160475
108668,CLYDE,NC,4,1424.0,35.533,-82.9108,0.0028089887640449437
108672,VALDEZ,AK,4,3935.0,61.0963,-146.2596,0.0010165184243964421
108676,ROCKLEDGE,PA,4,2624.0,40.0822,-75.0898,0.001524390243902439
108680,VAN WERT,OH,4,10828.0,40.8651,-84.5879,0.0003694126339120798
108692,DUPONT,WA,4,9955.0,47.1079,-122.6495,0.00040180813661476645
108696,CLINTON,NY,4,1928.0,43.0489,-75.3784,0.002074688796680498
108700,DOVER,NJ,4,18426.0,40.8859,-74.5597,0.00021708455443395202
108704,LEAWOOD,KS,4,33784.0,38.9075,-94.6258,0.00011839924224484963
108708,LEWISTOWN,PA,4,8522.0,40.5964,-77.573,0.0004693733865289838
108712,COLUMBIANA,OH,4,6688.0,40.8872,-80.6757,0.0005980861244019139
108716,SANDSTONE,MN,4,2566.0,46.1292,-92.8646,0.001558846453624318
108720,COLUMBIA HEIGHTS,MN,4,21822.0,45.0484,-93.2472,0.00018330125561360095
108724,HUNTINGTOWN,MD,4,2827.0,38.6117,-76.6187,0.0014149274849663955
108728,LANSING,IL,4,28713.0,41.5648,-87.5462,0.00013930972033573643
108732,DOUSMAN,WI,4,2099.0,43.0092,-88.4771,0.0019056693663649356
108736,LESAGE,WV,4,1030.0,38.487,-82.293,0.003883495145631068
108740,VANDERBILT,MI,4,495.0,45.1436,-84.6639,0.00808080808080808
108744,SCHOFIELD BARRACKS,HI,4,18133.0,21.4936,-158.0617,0.00022059229029945402
108752,DYER,IN,4,16407.0,41.4977,-87.509,0.00024379837874078137
108756,SCHUYLKILL HAVEN,PA,4,5242.0,40.6283,-76.1729,0.0007630675314765357
108760,THREE RIVERS,TX,4,1546.0,28.4668,-98.1784,0.00258732212160414
108764,SANDSTON,VA,4,7152.0,37.512,-77.3149,0.0005592841163310962
108768,RONAN,MT,4,1868.0,47.5287,-114.1005,0.0021413276231263384
108772,LEUPP,AZ,4,1179.0,35.2966,-111.0028,0.0033927056827820186
108780,OWENSVILLE,MO,3,2800.0,38.3491,-91.4974,0.0010714285714285715
108783,PINE HILL,NJ,3,10698.0,39.7879,-74.9857,0.00028042624789680314
108789,GRAND RONDE,OR,3,1410.0,45.0739,-123.6211,0.002127659574468085
108792,NEW CASTLE,CO,3,4874.0,39.5776,-107.5267,0.0006155108740254411
108795,SOUND BEACH,NY,3,7154.0,40.9578,-72.9725,0.0004193458205199888
108798,HUGHSON,CA,3,7523.0,37.602,-120.866,0.00039877708361026184
108801,PINEDALE,WY,3,1946.0,42.8676,-109.8707,0.001541623843782117
108807,JONESTOWN,TX,3,2395.0,30.4755,-97.9296,0.0012526096033402922
108810,NEW CITY,NY,3,33837.0,41.1542,-73.9912,8.8660342228921e-05
108816,SOUR LAKE,TX,3,2083.0,30.1378,-94.4046,0.0014402304368698992
108819,SCOTT CITY,MO,3,4364.0,37.2243,-89.536,0.000687442713107241
108828,PALMYRA,IN,3,1323.0,38.4082,-86.1086,0.0022675736961451248
108831,JONESVILLE,MI,3,2304.0,41.9785,-84.6656,0.0013020833333333333
108834,GRAND SALINE,TX,3,3137.0,32.6776,-95.7114,0.000956327701625757
108837,OXFORD,GA,3,2033.0,33.6277,-83.8721,0.0014756517461878996
108840,PALMETTO BAY,FL,3,24267.0,25.6219,-80.3221,0.00012362467548522686
108843,ORIENT,OH,3,208.0,39.8056,-83.1528,0.014423076923076924
108846,NEVADA,TX,3,1384.0,33.0463,-96.3811,0.002167630057803468
108849,SATSUMA,AL,3,6740.0,30.8578,-88.0631,0.00044510385756676556
108858,PINEHURST,TX,3,4109.0,30.1889,-95.7017,0.0007301046483329277
108864,PINE VALLEY,CA,3,1778.0,32.8415,-116.5107,0.001687289088863892
108867,ORANGEBURG,SC,3,13220.0,33.4928,-80.8671,0.000226928895612708
108870,MOUNTAIN BROOK,AL,3,22259.0,33.4871,-86.74,0.00013477694415741948
108873,PINE RIDGE,SD,3,2921.0,43.027,-102.5524,0.0010270455323519343
108876,HUNTLEY,MT,3,380.0,45.8995,-108.3054,0.007894736842105263
108882,JOSEPH,OR,3,1048.0,45.3525,-117.2304,0.0028625954198473282
108885,OWOSSO,MI,3,14678.0,42.9955,-84.176,0.00020438751873552255
108894,MOUNT VERNON,KY,3,2342.0,37.3654,-84.3401,0.0012809564474807857
108897,PALMYRA,MO,3,3613.0,39.7978,-91.5265,0.0008303349017437033
108900,MOUNT ROYAL,NJ,3,1012.0,39.8099,-75.2137,0.0029644268774703555
108903,SOUTH BARRINGTON,IL,3,5001.0,42.0881,-88.158,0.0005998800239952009
108906,MOUNT PULASKI,IL,3,1636.0,40.0102,-89.2839,0.0018337408312958435
108909,IMPERIAL,PA,3,2736.0,40.4536,-80.2499,0.0010964912280701754
108912,PALO,MI,3,407.0,43.1106,-84.9861,0.007371007371007371
108915,ORACLE,AZ,3,3146.0,32.6085,-110.7826,0.0009535918626827717
108918,SOLOMON,KS,3,1079.0,38.9215,-97.3692,0.0027803521779425394
108921,JEWETT CITY,CT,3,3415.0,41.607,-71.9806,0.0008784773060029283
108927,PIKEVILLE,NC,3,679.0,35.4972,-77.9877,0.004418262150220913
108930,SOUTH BEACH,FL,3,3120.0,27.5883,-80.3435,0.0009615384615384616
108933,SARCOXIE,MO,3,1464.0,37.0682,-94.1256,0.0020491803278688526
108942,OPELIKA,AL,3,31361.0,32.6612,-85.3769,9.566021491661618e-05
108945,SAN ACACIO,CO,3,57.0,37.2086,-105.5667,0.05263157894736842
108957,NEW LONDON,WI,3,7342.0,44.3949,-88.7395,0.00040860800871697086
108963,NEW HAVEN,WV,3,1761.0,38.9876,-81.9656,0.0017035775127768314
108969,PLUMSTEADVILLE,PA,3,2689.0,40.3863,-75.1428,0.0011156563778356265
108978,HOODSPORT,WA,3,162.0,47.4022,-123.1535,0.018518518518518517
108981,NEW GRETNA,NJ,3,231.0,39.5909,-74.455,0.012987012987012988
108987,HOOKS,TX,3,2400.0,33.4707,-94.2842,0.00125
108996,GRAND ISLE,ME,3,222.0,47.3065,-68.1552,0.013513513513513514
108999,PALMYRA,NJ,3,7437.0,40.0025,-75.036,0.0004033884630899556
109005,GRAND ISLE,LA,3,903.0,29.2135,-90.0308,0.0033222591362126247
109011,JOHNSON CITY,TX,3,1755.0,30.2743,-98.4065,0.0017094017094017094
109014,ORANGE,VA,3,4919.0,38.2485,-78.1129,0.0006098800569221387
109017,MOUNT SUMMIT,IN,3,430.0,40.0035,-85.3861,0.0069767441860465115
109020,NEW HAVEN,MO,3,3363.0,38.6048,-91.2179,0.0008920606601248885
109023,SARGENT,TX,3,1240.0,28.7966,-95.6465,0.0024193548387096775
109026,SCHUYLERVILLE,NY,3,1640.0,43.1015,-73.5808,0.001829268292682927
109029,SCHULENBURG,TX,3,2679.0,29.682,-96.9075,0.0011198208286674132
109032,ORLEANS,IN,3,2228.0,38.6615,-86.4517,0.0013464991023339318
109035,IDA,MI,3,686.0,41.9063,-83.5719,0.004373177842565598
109038,MULBERRY,FL,3,3962.0,27.9058,-81.9873,0.000757193336698637
109041,GEORGETOWN,OH,3,4323.0,38.8684,-83.8992,0.0006939625260235947
109047,MULLICA HILL,NJ,3,4454.0,39.727,-75.2194,0.000673551863493489
109050,HOLTON,KS,3,3386.0,39.4699,-95.7319,0.0008860011813349084
109053,KEKAHA,HI,3,3149.0,21.9684,-159.7141,0.000952683391552874
109056,OTISVILLE,MI,3,910.0,43.1661,-83.5247,0.0032967032967032967
109059,OTHELLO,WA,3,8582.0,46.8221,-119.1653,0.0003495688650664181
109065,SAYRE,PA,3,5463.0,41.9856,-76.5207,0.0005491488193300384
109071,HUMBOLDT,IA,3,4774.0,42.7229,-94.2241,0.0006284038542103058
109074,SAVOONGA,AK,3,823.0,63.6797,-170.4831,0.0036452004860267314
109077,OSGOOD,IN,3,1672.0,39.1286,-85.2929,0.0017942583732057417
109080,OVERLAND,MO,3,15838.0,38.6966,-90.3689,0.00018941785578987247
109083,PITMAN,NJ,3,8805.0,39.7335,-75.1306,0.00034071550255536625
109086,PACIFIC,MO,3,7239.0,38.4809,-90.754,0.0004144218814753419
109089,PLEASANT HILL,OH,3,1390.0,40.0506,-84.3462,0.002158273381294964
109092,KAHUKU,HI,3,2274.0,21.6793,-157.9473,0.0013192612137203166
109098,MOUNTVILLE,PA,3,3002.0,40.0402,-76.4339,0.000999333777481679
109104,GRATON,CA,3,1671.0,38.4375,-122.866,0.0017953321364452424
109110,PLATTE CITY,MO,3,4781.0,39.3574,-94.7651,0.0006274837900020916
109113,SAINTGEORGE,UT,3,148895.0,37.0758,-113.5752,2.014842674367843e-05
109116,MURPHY,TX,3,20880.0,33.0186,-96.6105,0.00014367816091954023
109128,KASILOF,AK,3,279.0,60.331,-151.2293,0.010752688172043012
109131,PLAQUEMINE,LA,3,6218.0,30.2833,-91.243,0.00048247024766806047
109134,GRAYLAND,WA,3,575.0,46.8304,-124.0898,0.0052173913043478265
109140,SALADO,TX,3,2585.0,30.947,-97.529,0.0011605415860735009
109146,PLAIN CITY,OH,3,3644.0,40.1066,-83.2686,0.000823271130625686
109149,MYERSTOWN,PA,3,3107.0,40.3722,-76.3055,0.0009655616350177019
109155,SALAMANCA,NY,3,5906.0,42.1631,-78.7233,0.0005079580088046055
109161,HOLUALOA,HI,3,3083.0,19.6548,-155.9207,0.0009730781706130393
109164,GRAY,GA,3,3415.0,33.0021,-83.5374,0.0008784773060029283
109167,SALE CREEK,TN,3,3065.0,35.3894,-85.0874,0.0009787928221859706
109176,NASON,IL,3,246.0,38.176,-88.9663,0.012195121951219513
109179,HUSTONVILLE,KY,3,612.0,37.4784,-84.8151,0.004901960784313725
109185,GENTRY,AR,3,3912.0,36.2571,-94.4908,0.0007668711656441718
109188,SOMIS,CA,3,1083.0,34.2652,-118.9984,0.002770083102493075
109191,SAUK CENTRE,MN,3,4568.0,45.736,-94.9523,0.0006567425569176883
109194,OROFINO,ID,3,3251.0,46.4866,-116.2572,0.0009227929867733005
109197,NECEDAH,WI,3,1124.0,44.0233,-90.0717,0.0026690391459074734
109200,GENOA,IL,3,5044.0,42.0926,-88.6964,0.0005947660586835844
109203,NEDERLAND,TX,3,18569.0,29.9707,-94.0015,0.00016155958856158112
109209,GRANT,AL,3,1667.0,34.519,-86.2492,0.001799640071985603
109212,PINGREE GROVE,IL,3,10213.0,42.0855,-88.4358,0.0002937432683834329
109215,SAVANNAH,MO,3,5068.0,39.9391,-94.8279,0.0005919494869771113
109218,NEGLEY,OH,3,305.0,40.7927,-80.536,0.009836065573770493
109221,GERING,NE,3,8582.0,41.8275,-103.6622,0.0003495688650664181
109224,GREAT NECK,NY,3,11060.0,40.8029,-73.7333,0.00027124773960217
109227,SEDALIA,CO,3,38.0,39.4396,-104.9699,0.07894736842105263
