,city,state,count,population,lat,lng,per_capita
100729,YORK,SC,5,8534.0,34.9967,-81.2341,0.0005858917272088118
100749,IGNACIO,CO,5,1257.0,37.118,-107.6376,0.003977724741447892
100754,ALBION,IN,5,2835.0,41.3966,-85.4187,0.001763668430335097
100759,ALBERT LEA,MN,5,18434.0,43.6548,-93.3643,0.0002712379299121189
100769,GERLACH,NV,5,21.0,40.6452,-119.3614,0.23809523809523808
100779,YOUNGSTOWN,NY,5,1965.0,43.2488,-79.0443,0.002544529262086514
100784,ALACHUA,FL,5,10570.0,29.7779,-82.4832,0.0004730368968779565
100789,ORTONVILLE,MI,5,1271.0,42.851,-83.4427,0.003933910306845004
100794,SEA ISLE CITY,NJ,5,2047.0,39.1523,-74.6976,0.002442598925256473
100804,GLADEWATER,TX,5,6166.0,32.5426,-94.9465,0.000810898475510866
100814,FREER,TX,5,2674.0,27.8823,-98.6178,0.0018698578908002991
100819,FREMONT,IN,5,2170.0,41.728,-84.9396,0.002304147465437788
100824,FREMONT,MI,5,4510.0,43.4633,-85.9537,0.0011086474501108647
100829,WINGDALE,NY,5,1292.0,41.6376,-73.5687,0.003869969040247678
100849,TOPSAIL BEACH,NC,5,471.0,34.3744,-77.632,0.010615711252653927
100854,JEROME,AZ,5,363.0,34.7471,-112.1076,0.013774104683195593
100859,EASTPORT,ME,5,1211.0,44.9137,-67.0183,0.004128819157720892
100869,SAN BENITO,TX,5,24766.0,26.1298,-97.644,0.0002018896874747638
100874,AUBERRY,CA,5,3032.0,37.0853,-119.4495,0.0016490765171503958
100879,PENN YAN,NY,5,5134.0,42.6609,-77.0535,0.0009738994935722633
100889,JEMEZ SPRINGS,NM,5,352.0,35.7732,-106.6909,0.014204545454545454
100894,ATOKA,TN,5,10070.0,35.4239,-89.7861,0.0004965243296921549
100899,DENVER,NC,5,2739.0,35.5344,-81.034,0.0018254837531945967
100904,NORTH MANKATO,MN,5,14238.0,44.181,-94.0391,0.00035117291754459897
100909,ATLANTIC HIGHLANDS,NJ,5,4409.0,40.4112,-74.0295,0.0011340440009072353
100914,PENDLETON,IN,5,4937.0,40.0066,-85.7711,0.0010127607859023698
100919,WINOOSKI,VT,5,8122.0,44.4948,-73.1846,0.0006156119182467373
100929,NORTH PALM BEACH,FL,5,13092.0,26.8217,-80.0576,0.0003819126183929117
100934,ATCO,NJ,5,8049.0,39.7682,-74.8618,0.0006211951795254069
100939,DERIDDER,LA,5,9850.0,30.8468,-93.2931,0.0005076142131979696
100949,FRIANT,CA,5,317.0,36.9848,-119.713,0.015772870662460567
100954,EASTLAND,TX,5,3627.0,32.4024,-98.8176,0.0013785497656465398
100959,JIM THORPE,PA,5,4532.0,40.8712,-75.7433,0.0011032656663724624
100964,OXON HILL,MD,5,18526.0,38.7884,-76.9727,0.0002698909640505236
100974,TORRINGTON,WY,5,6161.0,42.0653,-104.1737,0.0008115565654926148
100979,FRAZIER PARK,CA,5,2719.0,34.8118,-118.9549,0.0018389113644722325
100989,TRABUCO CANYON,CA,5,1275.0,33.6782,-117.5939,0.00392156862745098
100994,HONEOYE FALLS,NY,5,2774.0,42.9557,-77.5902,0.001802451333813987
100999,DEFIANCE,MO,5,81.0,38.6327,-90.7846,0.06172839506172839
101004,JULIAN,CA,5,1377.0,33.0735,-116.5889,0.0036310820624546117
101009,BAKERSVILLE,NC,5,728.0,36.0154,-82.1582,0.006868131868131868
101019,FREDERICKTOWN,MO,5,4438.0,37.5644,-90.2988,0.0011266336187471834
101024,NIKISKI,AK,5,4405.0,60.7152,-151.2317,0.0011350737797956867
101029,SOUTH EL MONTE,CA,5,19694.0,34.0493,-118.0484,0.0002538844318066416
101034,BAINBRIDGE,OH,5,8808.0,41.3855,-81.3478,0.0005676657584014533
101044,DELAFIELD,WI,5,7181.0,43.072,-88.3913,0.0006962818548948615
101049,EDEN,ID,5,396.0,42.6053,-114.209,0.012626262626262626
101054,NIWOT,CO,5,4091.0,40.098,-105.1552,0.0012221950623319481
101059,JOPPATOWNE,MD,5,13391.0,39.4181,-76.3516,0.00037338510940183704
101064,SPRINGVILLE,UT,5,35195.0,40.1638,-111.6205,0.00014206563432305724
101074,BAGDAD,AZ,5,2661.0,34.5771,-113.1771,0.0018789928598271326
101079,WINDBER,PA,5,3930.0,40.2355,-78.8247,0.001272264631043257
101084,PERRY,OK,5,4526.0,36.2837,-97.3094,0.001104728236853734
101089,PERRY,IA,5,7875.0,41.8387,-94.0938,0.0006349206349206349
101094,AVON,IN,5,21783.0,39.7601,-86.3916,0.00022953679474819813
101099,PERKINS,OK,5,3218.0,35.9785,-97.0301,0.0015537600994406464
101104,SALYERSVILLE,KY,5,1880.0,37.7459,-83.0646,0.0026595744680851063
101109,FREELAND,WA,5,1894.0,48.0186,-122.5359,0.0026399155227032735
101114,TARRYTOWN,NY,5,11776.0,41.0647,-73.8672,0.0004245923913043478
101119,AVINGER,TX,5,470.0,32.898,-94.5533,0.010638297872340425
101124,PELION,SC,5,1056.0,33.775,-81.2502,0.004734848484848485
101134,ASPEN,CO,5,6952.0,39.1951,-106.8369,0.0007192174913693901
101144,ARDMORE,AL,5,1304.0,34.9847,-86.8373,0.003834355828220859
101149,TAZEWELL,TN,5,2207.0,36.4625,-83.5669,0.0022655188038060714
101169,DILLON,MT,5,3958.0,45.218,-112.6345,0.0012632642748863063
101174,EAST SETAUKET,NY,5,10234.0,40.921,-73.0942,0.0004885675200312683
101179,ARBUTUS,MD,5,20135.0,39.2428,-76.6922,0.00024832381425378696
101189,JACKSON,KY,5,2286.0,37.5589,-83.3783,0.0021872265966754157
101194,SEAGOVILLE,TX,5,18658.0,32.653,-96.5456,0.00026798156286847463
101199,OAKDALE,PA,5,1459.0,40.4001,-80.1872,0.003427004797806717
101204,PARSONS,KS,5,9564.0,37.3405,-95.2958,0.0005227938101212882
101209,OAKTON,VA,5,36529.0,38.8887,-77.3016,0.00013687754934435653
101214,ANTHONY,KS,5,2290.0,37.1588,-98.0418,0.002183406113537118
101234,EAST PETERSBURG,PA,5,4588.0,40.1006,-76.3511,0.001089799476896251
101239,ANSTED,WV,5,1276.0,38.1356,-81.1038,0.003918495297805642
101254,SEABROOK,TX,5,13558.0,29.5751,-95.0235,0.0003687859566307715
101259,ANNANDALE,MN,5,3351.0,45.2599,-94.1205,0.0014920919128618322
101264,SOUTH SHORE,KY,5,1375.0,38.7224,-82.9647,0.0036363636363636364
101269,TEGA CAY,SC,5,12816.0,35.039,-81.0111,0.0003901373283395755
101274,ANGIER,NC,5,5348.0,35.5116,-78.7402,0.0009349289454001496
101299,PAULDEN,AZ,5,4518.0,34.8897,-112.4937,0.0011066843736166445
101314,JEANNETTE,PA,5,8790.0,40.3277,-79.6139,0.0005688282138794084
101319,ASHLAND,WI,5,7903.0,46.5799,-90.8713,0.0006326711375427053
101329,SEASIDE PARK,NJ,5,1799.0,39.9264,-74.0785,0.0027793218454697055
101334,GLENROCK,WY,5,2863.0,42.8565,-105.8625,0.0017464198393293748
101344,NORTH VERNON,IN,5,6935.0,39.0171,-85.6317,0.0007209805335255948
101349,FRISCO,CO,5,2900.0,39.5791,-106.0915,0.0017241379310344827
101354,JASPER,FL,5,4310.0,30.5061,-82.954,0.001160092807424594
101359,NORTH WALES,PA,5,3415.0,40.2111,-75.2745,0.0014641288433382138
101369,DETROIT LAKES,MN,5,9966.0,46.806,-95.8449,0.0005017057997190448
101379,PAW PAW,MI,5,3318.0,42.2148,-85.8919,0.0015069318866787222
101384,SPRINGDALE,UT,5,454.0,37.1816,-113.0049,0.011013215859030838
101389,DEWEY BEACH,DE,5,359.0,38.6958,-75.0749,0.013927576601671309
101399,SOUTH PADRE ISLAND,TX,5,2386.0,26.1218,-97.1703,0.0020955574182732607
101404,JAMESTOWN,CA,5,3742.0,37.9574,-120.411,0.0013361838588989846
101409,GLENDALE HEIGHTS,IL,5,33088.0,41.9196,-88.0785,0.00015111218568665378
101414,HORN LAKE,MS,5,26652.0,34.9512,-90.0501,0.0001876031817499625
101419,DEXTER,NY,5,763.0,44.0111,-76.0425,0.00655307994757536
101424,ARLINGTON,WI,5,879.0,43.3351,-89.3726,0.005688282138794084
101429,JAL,NM,5,2258.0,32.1148,-103.19,0.0022143489813994687
101439,WOLFFORTH,TX,5,5779.0,33.5147,-102.0067,0.0008652015919709292
101444,ARIVACA,AZ,5,524.0,31.575,-111.2926,0.009541984732824428
101449,KENTON,OH,5,7685.0,40.6449,-83.6093,0.0006506180871828237
101454,HUNTINGDON,PA,5,6904.0,40.5,-78.0097,0.0007242178447276941
101464,SHARPSBURG,GA,5,380.0,33.337,-84.6504,0.013157894736842105
101469,LINDALE,TX,5,6174.0,32.4933,-95.4069,0.0008098477486232588
101474,ROAN MOUNTAIN,TN,5,984.0,36.1866,-82.0706,0.00508130081300813
101479,SIDNEY,OH,5,20350.0,40.2891,-84.1667,0.0002457002457002457
101489,HADDON HEIGHTS,NJ,5,7484.0,39.8792,-75.0645,0.0006680919294494923
101494,MIDDLESEX,NJ,5,14525.0,40.5744,-74.5011,0.00034423407917383823
101504,MACKINAW CITY,MI,5,655.0,45.7751,-84.7479,0.007633587786259542
101509,CLAREMONT,NH,5,13018.0,43.379,-72.3368,0.0003840835765862652
101514,ELMSFORD,NY,5,5192.0,41.0541,-73.8143,0.000963020030816641
101519,ELMWOOD PARK,IL,5,24281.0,41.9225,-87.8163,0.00020592232609859562
101529,MIDDLE ISLAND,NY,5,10731.0,40.8857,-72.9454,0.00046593980057776533
101534,ROSCOMMON,MI,5,1123.0,44.4915,-84.5914,0.004452359750667854
101544,ELMONT,NY,5,37866.0,40.7033,-73.7078,0.00013204457824961708
101549,WALTERBORO,SC,5,5515.0,32.901,-80.676,0.0009066183136899365
101554,WESLACO,TX,5,40858.0,26.1599,-97.9877,0.00012237505506877477
101569,LAMBERTON,MN,5,828.0,44.2306,-95.2676,0.006038647342995169
101574,ELMA,WA,5,3426.0,47.0055,-123.4112,0.0014594279042615295
101579,CONGRESS,AZ,5,1512.0,34.1526,-112.8642,0.0033068783068783067
101584,MADISON,NC,5,2185.0,36.3868,-79.975,0.002288329519450801
101589,MIDLAND,NC,5,4675.0,35.245,-80.5212,0.0010695187165775401
101594,MACUNGIE,PA,5,3249.0,40.5165,-75.5545,0.0015389350569405972
101599,HACIENDA HEIGHTS,CA,5,55461.0,33.997,-117.9727,9.015344115684896e-05
101604,BROCKPORT,NY,5,7192.0,43.2137,-77.9404,0.0006952169076751947
101609,CITRONELLE,AL,5,3930.0,31.0952,-88.2467,0.001272264631043257
101614,GWINN,MI,5,1370.0,46.2858,-87.4425,0.0036496350364963502
101619,LINDSBORG,KS,5,3762.0,38.5774,-97.6738,0.0013290802764486975
101624,WALWORTH,WI,5,2778.0,42.5305,-88.5939,0.0017998560115190785
101634,BROWN DEER,WI,5,12593.0,43.1743,-87.975,0.00039704597792424365
101639,STOVER,MO,5,954.0,38.4417,-92.9902,0.005241090146750524
101644,HAMERSVILLE,OH,5,642.0,38.9189,-83.9853,0.00778816199376947
101649,PUNXSUTAWNEY,PA,5,5730.0,40.9438,-78.9767,0.0008726003490401396
101654,CASTAIC,CA,5,18643.0,34.4818,-118.6316,0.00026819717856568147
101664,SITKA,AK,5,8462.0,57.2401,-135.3152,0.000590876861262113
101669,LIMON,CO,5,1479.0,39.2653,-103.6857,0.0033806626098715348
101674,STRAFFORD,MO,5,2570.0,37.2689,-93.1183,0.0019455252918287938
101684,HARROGATE,TN,5,4371.0,36.5752,-83.6462,0.0011439029970258523
101689,BUFFALO,WY,5,4475.0,44.3427,-106.7139,0.0011173184357541898
101699,ROMNEY,WV,5,2062.0,39.3454,-78.7564,0.0024248302618816685
101709,MERCEDES,TX,5,16361.0,26.1533,-97.9128,0.0003056047918831367
101714,HEYWORTH,IL,5,2725.0,40.3138,-88.9928,0.001834862385321101
101719,COMMERCE,GA,5,7391.0,34.2134,-83.4733,0.0006764984440535787
101724,PROSPECT,OR,5,661.0,42.7526,-122.4757,0.007564296520423601
101729,BRUSH PRAIRIE,WA,5,2623.0,45.725,-122.5483,0.0019062142584826535
101734,BRUNSWICK,MD,5,7781.0,39.318,-77.6253,0.0006425909266161162
101739,SKYKOMISH,WA,5,116.0,47.7104,-121.3584,0.04310344827586207
101744,PRINCETON,NJ,5,30450.0,40.3562,-74.6693,0.00016420361247947455
101749,BROWNSVILLE,TN,5,9739.0,35.589,-89.2578,0.0005133997330321388
101769,MEXICO,MO,5,11502.0,39.1625,-91.8712,0.0004347070074769605
101779,WENDELL,ID,5,2900.0,42.7745,-114.7026,0.0017241379310344827
101784,VERMILION,OH,5,10459.0,41.4103,-82.3214,0.00047805717563820634
101789,BROWNFIELD,TX,5,8912.0,33.1757,-102.273,0.0005610412926391383
101799,MILAN,OH,5,1855.0,41.2882,-82.5994,0.0026954177897574125
101804,PURVIS,MS,5,1809.0,31.145,-89.4054,0.002763957987838585
101809,MINT HILL,NC,5,26537.0,35.1783,-80.6528,0.00018841617364434563
101814,SYLACAUGA,AL,5,12465.0,33.178,-86.2605,0.00040112314480545525
101819,MISSION HILLS,CA,5,3458.0,34.6861,-120.4404,0.0014459224985540775
101824,FLUSHING,MI,5,8349.0,43.0637,-83.8403,0.000598874116660678
101829,MISSION,SD,5,1256.0,43.3063,-100.661,0.003980891719745223
101834,EUDORA,KS,5,6025.0,38.9345,-95.0956,0.0008298755186721991
101839,CENTER,TX,5,5221.0,31.793,-94.1795,0.000957670944263551
101849,MILAN,TN,5,8165.0,35.9126,-88.7554,0.000612369871402327
101854,BRADLEY,IL,5,15379.0,41.1641,-87.8452,0.0003251186683139346
101859,BRADLEY BEACH,NJ,5,4268.0,40.2018,-74.0128,0.0011715089034676663
101869,POST,TX,5,4632.0,33.191,-101.3814,0.001079447322970639
101874,STOCKTON,MO,5,1932.0,37.697,-93.796,0.002587991718426501
101884,ELKVIEW,WV,5,774.0,38.4327,-81.4771,0.006459948320413436
101894,PORTLAND,TX,5,20130.0,27.8942,-97.3278,0.00024838549428713363
101904,ROUND LAKE BEACH,IL,5,264451.0,42.3791,-88.0811,1.8907094319930725e-05
101924,GRIFTON,NC,5,2676.0,35.3795,-77.4281,0.0018684603886397607
101929,SYLVANIA,GA,5,2618.0,32.7466,-81.6409,0.0019098548510313217
101934,FOLLANSBEE,WV,5,2812.0,40.3385,-80.5975,0.0017780938833570413
101939,PORTALES,NM,5,12085.0,34.1754,-103.3565,0.0004137360364087712
101944,PORTAL,GA,5,622.0,32.5383,-81.9297,0.008038585209003215
101949,CORRY,PA,5,6209.0,41.9259,-79.6358,0.0008052826542116283
101959,LAKE MILLS,WI,5,6280.0,43.0775,-88.9055,0.0007961783439490446
101964,CENTERBURG,OH,5,1875.0,40.3038,-82.6976,0.0026666666666666666
101974,MINERAL WELLS,TX,5,15049.0,32.8169,-98.0776,0.0003322479898996611
101984,COOPERSTOWN,NY,5,2034.0,42.6996,-74.93,0.0024582104228121925
101989,PRATTVILLE,AL,5,38124.0,32.4597,-86.4573,0.00013115098100933796
101994,PRAIRIEVILLE,LA,5,34215.0,30.3151,-90.9571,0.00014613473622680112
101999,CONVERSE,IN,5,967.0,40.5769,-85.8803,0.005170630816959669
102004,MABLETON,GA,5,41647.0,33.8133,-84.5655,0.00012005666674670444
102009,FLIPPIN,AR,5,1366.0,36.2773,-92.5935,0.0036603221083455345
102014,BRIER,WA,5,6539.0,47.7924,-122.2734,0.000764642911760208
102029,FLORAL CITY,FL,5,4830.0,28.7065,-82.309,0.0010351966873706005
102034,MILLEDGEVILLE,GA,5,17021.0,33.0874,-83.2414,0.0002937547735150696
102039,HIGHLAND,UT,5,19267.0,40.4276,-111.7957,0.00025951108112316393
102044,FLORAL PARK,NY,5,15892.0,40.7227,-73.7029,0.0003146237100427888
102049,MILLER PLACE,NY,5,11848.0,40.9374,-72.9864,0.00042201215395003375
102054,LYNWOOD,CA,5,66346.0,33.924,-118.2016,7.536249359418804e-05
102059,MILLERTON,NY,5,862.0,41.9534,-73.5113,0.00580046403712297
102064,CICERO,IN,5,5356.0,40.1246,-86.0242,0.0009335324869305452
102069,HARTVILLE,MO,5,652.0,37.2502,-92.512,0.007668711656441718
102074,MILLIKEN,CO,5,8438.0,40.3115,-104.8561,0.0005925574780753733
102079,POUND,VA,5,933.0,37.126,-82.6071,0.0053590568060021436
102089,FLORENCE,MS,5,4596.0,32.1557,-90.1225,0.0010879025239338555
102094,LAKELAND,TN,5,13811.0,35.2585,-89.7308,0.00036203026573021507
102114,LAKEHILLS,TX,5,5955.0,29.6237,-98.9448,0.0008396305625524769
102119,MILTON,GA,5,41029.0,34.1353,-84.3139,0.00012186502230129909
102129,CELINA,TX,5,21501.0,33.3154,-96.7941,0.0002325473233803079
102134,FLORHAM PARK,NJ,5,12790.0,40.7773,-74.3953,0.00039093041438623924
102139,SHERIDAN,IN,5,3464.0,40.132,-86.2198,0.001443418013856813
102144,CASS LAKE,MN,5,505.0,47.3792,-94.5993,0.009900990099009901
102149,PORT WASHINGTON,NY,5,17015.0,40.8268,-73.6765,0.0002938583602703497
102154,COACHELLA,CA,5,42279.0,33.6905,-116.143,0.00011826202133446864
102159,ROCKPORT,TX,5,10265.0,28.029,-97.0722,0.0004870920603994155
102164,WATERFORD,WI,5,5587.0,42.7645,-88.216,0.0008949346697691068
102169,CAMPBELL,OH,5,7819.0,41.0777,-80.5903,0.000639467962655071
102174,CARO,MI,5,4294.0,43.4891,-83.4025,0.0011644154634373545
102184,LEE VINING,CA,5,594.0,37.9546,-119.1221,0.008417508417508417
102189,FARMINGVILLE,NY,5,16889.0,40.839,-73.0404,0.00029605068387707976
102194,MANOR,TX,5,15341.0,30.3562,-97.5227,0.00032592399452447687
102199,LEWISTON,MI,5,869.0,44.8771,-84.3047,0.005753739930955121
102204,ROCKMART,GA,5,5113.0,34.0103,-85.044,0.0009778994719342852
102209,MARSHVILLE,NC,5,2565.0,34.9865,-80.3685,0.001949317738791423
102229,WATERLOO,IL,5,11012.0,38.3403,-90.1538,0.0004540501271340356
102244,STURGIS,MI,5,11050.0,41.7991,-85.4184,0.00045248868778280545
102249,MARYLAND HEIGHTS,MO,5,28099.0,38.7189,-90.4749,0.00017794227552581942
102254,MARYSVILLE,KS,5,3414.0,39.8432,-96.6387,0.0014645577035735209
102259,MARYSVILLE,MI,5,9973.0,42.9084,-82.4806,0.000501353654868144
102269,HUNTERTOWN,IN,5,9090.0,41.2185,-85.1705,0.00055005500550055
102274,VASSAR,MI,5,2718.0,43.3719,-83.577,0.001839587932303164
102279,CAMDEN,SC,5,7834.0,34.257,-80.609,0.0006382435537401072
102294,LEBANON,IL,5,4683.0,38.6005,-89.8114,0.001067691650651292
102304,SUTTON,WV,5,859.0,38.6663,-80.7116,0.005820721769499418
102309,MASSAPEQUA PARK,NY,5,17045.0,40.6817,-73.4496,0.0002933411557641537
102314,MARSHALL,MI,5,6806.0,42.2618,-84.9598,0.0007346459006758742
102319,CARMICHAELS,PA,5,465.0,39.8977,-79.9749,0.010752688172043012
102324,MARS HILL,NC,5,2843.0,35.8283,-82.549,0.0017587055926837848
102329,RAYTOWN,MO,5,29772.0,38.9944,-94.4641,0.00016794303372296118
102334,RED BANK,NJ,5,12868.0,40.348,-74.0672,0.0003885607709045695
102339,WARTRACE,TN,5,656.0,35.5253,-86.3301,0.007621951219512195
102344,SUGAR HILL,GA,5,24947.0,34.108,-84.0558,0.0002004249007896741
102354,WARRIOR,AL,5,3206.0,33.8149,-86.8157,0.0015595757953836558
102359,CLERMONT,GA,5,1092.0,34.4783,-83.772,0.004578754578754579
102364,MARIANNA,FL,5,6681.0,30.7943,-85.2259,0.00074839095943721
102369,CARBONADO,WA,5,550.0,47.0806,-122.0536,0.00909090909090909
102379,FARMERS BRANCH,TX,5,35985.0,32.9272,-96.8804,0.00013894678338196472
102384,LENZBURG,IL,5,445.0,38.286,-89.818,0.011235955056179775
102394,CAPE MAY COURT HOUSE,NJ,5,5557.0,39.0788,-74.8205,0.0008997660608241857
102399,CARLTON,OR,5,2339.0,45.2945,-123.1753,0.0021376656690893546
102414,WASHINGTON,UT,5,29161.0,37.1303,-113.4878,0.00017146188402318165
102419,FARMERVILLE,LA,5,3371.0,32.7752,-92.4013,0.0014832393948383269
102424,CLINTON,AR,5,2508.0,35.5798,-92.4543,0.001993620414673046
102429,HARBOR SPRINGS,MI,5,1091.0,45.4326,-84.989,0.00458295142071494
102449,WARRENTON,OR,5,6254.0,46.1685,-123.9302,0.0007994883274704189
102469,CLIO,MI,5,2275.0,43.1773,-83.7355,0.002197802197802198
102479,CLIVE,IA,5,18576.0,41.6147,-93.798,0.0002691645133505599
102484,RANCHOS DE TAOS,NM,5,2313.0,36.3619,-105.6016,0.00216169476869866
102489,WATKINSVILLE,GA,5,2998.0,33.861,-83.4072,0.001667778519012675
102494,HERTFORD,NC,5,2045.0,36.1813,-76.4673,0.0024449877750611247
102499,FERNDALE,MI,5,19264.0,42.4592,-83.1313,0.0002595514950166113
102504,SHEPHERD,TX,5,2318.0,30.491,-95.0021,0.0021570319240724763
102509,LICKING,MO,5,2784.0,37.4993,-91.8618,0.0017959770114942528
102519,LAUREL,DE,5,3954.0,38.5691,-75.5689,0.0012645422357106728
102524,MEAD,CO,5,5110.0,40.2318,-104.9911,0.0009784735812133072
102529,BUSHNELL,FL,5,3081.0,28.686,-82.1165,0.0016228497241155468
102534,MCCORMICK,SC,5,2760.0,33.9128,-82.2876,0.0018115942028985507
102539,SULLIVAN,IL,5,4408.0,39.5951,-88.6084,0.001134301270417423
102549,BYRON,IL,5,3739.0,42.1223,-89.2665,0.001337255950788981
102559,HAMPTON,AR,5,1354.0,33.5347,-92.4667,0.003692762186115214
102564,COLEMAN,TX,5,3973.0,31.8317,-99.4223,0.0012584948401711553
102569,CARTHAGE,NC,5,2779.0,35.3224,-79.4114,0.0017992083483267362
102574,SHEPHERDSTOWN,WV,5,1612.0,39.432,-77.8046,0.003101736972704715
102579,STRAWBERRY,AZ,5,1003.0,34.4012,-111.51,0.004985044865403789
102584,BURNS,OR,5,2735.0,43.5883,-119.0612,0.0018281535648994515
102594,CLARKSVILLE,IN,5,22087.0,38.322,-85.7673,0.00022637750713089147
102599,HEFLIN,AL,5,3440.0,33.647,-85.5698,0.0014534883720930232
102604,MANCHESTER,KY,5,2195.0,37.1464,-83.7635,0.002277904328018223
102609,BURLINGTON,KY,5,18264.0,39.0223,-84.7217,0.00027376259307928163
102619,FILLMORE,CA,5,16455.0,34.3989,-118.9174,0.00030385900941962927
102624,COLOMA,MI,5,1171.0,42.1864,-86.3083,0.004269854824935952
102629,COLONIAL HEIGHTS,VA,5,18158.0,37.265,-77.3969,0.00027536072254653594
102634,MEDICINE PARK,OK,5,319.0,34.7287,-98.4782,0.01567398119122257
102639,STRASBURG,VA,5,7104.0,38.9961,-78.3549,0.0007038288288288288
102644,BUNN,NC,5,478.0,35.9591,-78.252,0.010460251046025104
102649,URBANA,MD,5,13373.0,39.3274,-77.3423,0.00037388768413968446
102659,RODANTHE,NC,5,184.0,35.5924,-75.4662,0.02717391304347826
102664,VALATIE,NY,5,1668.0,42.4134,-73.6779,0.002997601918465228
102669,CLAY CITY,KY,5,1567.0,37.8622,-83.9277,0.003190810465858328
102674,MAYSVILLE,KY,5,8831.0,38.6455,-83.7911,0.0005661872947571057
102679,MANNING,SC,5,3862.0,33.6933,-80.2167,0.001294665976178146
102684,VALLEY CITY,OH,5,677.0,41.2336,-81.9396,0.007385524372230428
102694,LEXINGTON,NE,5,10662.0,40.7779,-99.7461,0.0004689551678859501
102704,HANCEVILLE,AL,5,3216.0,34.0632,-86.7645,0.001554726368159204
102719,LEADVILLE,CO,5,2622.0,39.2473,-106.2934,0.0019069412662090007
102724,HANA,HI,5,731.0,20.772,-156.0107,0.006839945280437756
102734,ENDWELL,NY,5,11826.0,42.1184,-76.0219,0.00042279722645019446
102739,LEXINGTON,TX,5,1300.0,30.4148,-97.0094,0.0038461538461538464
102744,WAUPUN,WI,5,11109.0,43.6314,-88.7381,0.0004500855162480871
102749,LAWRENCEVILLE,NJ,5,3759.0,40.3018,-74.7378,0.0013301409949454642
102754,LIBERTY,KY,5,2164.0,37.3205,-84.9287,0.0023105360443622922
102759,CAIRO,WV,5,164.0,39.2068,-81.1543,0.03048780487804878
102769,MCALESTER,OK,5,18110.0,34.9257,-95.7734,0.0002760905577029266
102774,LAWRENCEBURG,TN,5,11592.0,35.2497,-87.3325,0.0004313319530710835
102779,LAWRENCEBURG,IN,5,5140.0,39.0986,-84.8713,0.0009727626459143969
102784,ROCKY POINT,NY,5,13716.0,40.9357,-72.9364,0.0003645377661125693
102789,RADFORD,VA,5,16379.0,37.1229,-80.5587,0.00030526894193784725
102794,WAVERLY,TN,5,4284.0,36.0939,-87.7847,0.0011671335200746965
102799,WAVES,NC,5,139.0,35.5695,-75.4666,0.03597122302158273
102804,MCCOMB,MS,5,12295.0,31.2442,-90.4716,0.00040666937779585197
102809,ROCKY RIVER,OH,5,21552.0,41.4702,-81.8525,0.00023199703043801038
102814,WAYCROSS,GA,5,13856.0,31.2108,-82.3579,0.00036085450346420324
102819,LIBBY,MT,5,2857.0,48.387,-115.5559,0.0017500875043752187
102824,LIBERAL,KS,5,19099.0,37.0466,-100.9295,0.00026179381119430337
102844,MOUNT POCONO,PA,5,3098.0,41.1225,-75.3582,0.0016139444803098773
102849,BEVERLY HILLS,FL,5,9787.0,28.9176,-82.4542,0.0005108817819556554
102864,EL SOBRANTE,CA,5,12127.0,33.8724,-117.4624,0.00041230312525768946
102874,LORDSBURG,NM,5,2114.0,32.3438,-108.7021,0.0023651844843897824
102884,PLEASANT HILL,MO,5,8822.0,38.8059,-94.2652,0.0005667649059170256
102889,LODI,NJ,5,25969.0,40.8784,-74.0814,0.00019253725595902806
102894,GREEN LAKE,WI,5,1000.0,43.8441,-88.9561,0.005
102899,RIDGWAY,IL,5,742.0,37.7979,-88.2606,0.006738544474393531
102904,RIO VISTA,CA,5,10074.0,38.1765,-121.7025,0.0004963271788763153
102914,MOUNT MORRIS,MI,5,3147.0,43.1176,-83.6987,0.0015888147442008262
102919,PLUMMER,ID,5,1158.0,47.3301,-116.8849,0.004317789291882556
102924,FORT LEE,VA,5,7577.0,37.2357,-77.3325,0.0006598917777484492
102929,WHEELERSBURG,OH,5,6215.0,38.7383,-82.842,0.0008045052292839903
102934,SHINGLETOWN,CA,5,2248.0,40.5035,-121.86,0.002224199288256228
102939,CULVER,OR,5,2173.0,44.5234,-121.211,0.002300966405890474
102944,STATHAM,GA,5,2829.0,33.9647,-83.6018,0.0017674089784376105
102949,MOUNTAIN GROVE,MO,5,4498.0,37.1341,-92.266,0.0011116051578479323
102954,RIDLEY PARK,PA,5,7152.0,39.8785,-75.3251,0.0006991051454138703
102959,BETHANY,OK,5,20620.0,35.5071,-97.6418,0.00024248302618816683
102964,EL PASO,IL,5,2855.0,40.7405,-89.0183,0.0017513134851138354
102969,KINGSTON,PA,5,13317.0,41.2652,-75.8876,0.0003754599384245701
102984,PLEASANT PRAIRIE,WI,5,21373.0,42.5266,-87.8895,0.00023394001777944136
102989,BERRYVILLE,AR,5,5667.0,36.371,-93.5704,0.0008823010411152286
102994,CURLEW,WA,5,108.0,48.8777,-118.6046,0.046296296296296294
103014,WETUMPKA,AL,5,7129.0,32.5406,-86.2053,0.0007013606396409033
103029,KRUM,TX,5,5627.0,33.2655,-97.2252,0.000888572951839346
103034,MOUNT CLEMENS,MI,5,15679.0,42.5977,-82.8821,0.0003188978888959755
103044,SACATON,AZ,5,2713.0,33.0793,-111.7683,0.0018429782528566164
103049,TWIN LAKES,WI,5,6341.0,42.519,-88.2484,0.0007885191610156126
103054,CHARLESTOWN,IN,5,7986.0,38.427,-85.6677,0.0006260956674179815
